16;Freesia;10 tiges;12.9;freesia-blanc.jpg;"Le freesia blanc est une fleur au parfum délicieux qui s'épanouie en trompette.

Le freesia est une fleur originaire d’Afrique du Sud qui est souvent utilisée dans des petites compositions florales : centre de table, buffet, bouquet rond...
On aime le freesia pour son excellente tenue en vase, son petit côté champêtre et sa longue floraison !

Le freesia existe en blanc, rose, violet, jaune et varié. 

Idées d’associations 
Le freesia se marie parfaitement avec la rose, le calla ou le lysianthus par exemple.

Description du produit
- Vendu par botte de 10 tiges 
- Hauteur: 40/50cm";2
17;Germini;10 tiges;10.9;germini-rose-pale.jpg;"Le germini orange (ou mini gerbera) est la copie conforme du gerbera mais en plus petit avec un diamètre d'environ 6 cm.
Le germini est très tendance ces dernières années : un petit prix, une fleur ludique et punchy...
Le germini est une fleur qui se travaille très facilement en centres de table, en bouquet... 

Idées d’associations
Le germini orange se marie très bien aux gerberas, à la rose…

Description du produit
- Vendu par carton de 10 tiges
- Hauteur : 40/50cm";23
18;Germini;10 tiges;10.9;germini-rose-pale.jpg;"Le germini orange (ou mini gerbera) est la copie conforme du gerbera mais en plus petit avec un diamètre d'environ 6 cm.
Le germini est très tendance ces dernières années : un petit prix, une fleur ludique et punchy...
Le germini est une fleur qui se travaille très facilement en centres de table, en bouquet... 

Idées d’associations
Le germini orange se marie très bien aux gerberas, à la rose…

Description du produit
- Vendu par carton de 10 tiges
- Hauteur : 40/50cm";35
19;Germini;10 tiges;10.9;germini-rose-pale.jpg;"Le germini orange (ou mini gerbera) est la copie conforme du gerbera mais en plus petit avec un diamètre d'environ 6 cm.
Le germini est très tendance ces dernières années : un petit prix, une fleur ludique et punchy...
Le germini est une fleur qui se travaille très facilement en centres de table, en bouquet... 

Idées d’associations
Le germini orange se marie très bien aux gerberas, à la rose…

Description du produit
- Vendu par carton de 10 tiges
- Hauteur : 40/50cm";5
20;Germini;10 tiges;14.9;germini-rose-pale.jpg;"Le germini orange (ou mini gerbera) est la copie conforme du gerbera mais en plus petit avec un diamètre d'environ 6 cm.
Le germini est très tendance ces dernières années : un petit prix, une fleur ludique et punchy...
Le germini est une fleur qui se travaille très facilement en centres de table, en bouquet... 

Idées d’associations
Le germini orange se marie très bien aux gerberas, à la rose…

Description du produit
- Vendu par carton de 10 tiges
- Hauteur : 40/50cm";2
21;Glaïeuls;10 tiges;22.9;glaieul-blanc.jpg;"Le glaïeul blanc est un grand classique de la fleur coupée pour donner de la hauteur à vos compositions florales ou bouquets.
Epanoui, le glaïeul blanc sublimera vos arrangements floraux par son élégance.

Idées d’association

Le glaïeul se marie très bien avec le lys et le dahlia, mais se suffit tellement bien à lui-même !


Description du produit

- Vendu par botte de 10 tiges

- Hauteur: 70/100cm";2
22;Gypsophile;5 tiges;8.9;gypsophile.jpg;"Le Gypsophile Perfecta est une variété de gypsophile dont la taille des petites fleurs blanches est un plus importante que sur la variété ""Million Star"".

A la fois romantique et esthétique, le gypsophile perfecta vous permettra de donner du volume à vos créations florales et un côté vaporeux très tendance à votre décoration florales (et même de cacher quelques petites imperfections)!

PS : les fleurs du gypsophile perfecta sont un peu plus grosses que son cousin le gypsophile million star.

Idées d'associations
Le gypsophile a un avantage indéniable, il s'accorde avec tout!
Seul, accompagné de roses, de lisianthus, de pivoines...vous avez l'embarras du choix!

Description du produit ""Gypsophile Perfecta""
- Vendu par botte de 5 tiges (disponible également en botte de 25 tiges)
- Hauteur: 60/70cm";2
23;Mini oeillet;10 tiges;9.9;mini-oeillet.jpg;"Le mini œillet aux pétales légèrement dentelés sera parfait simplement dans un vase ou à disposer dans vos compositions florales. 

Le mini œillet est la fleur idéale pour votre mariage printanier grâce à sa douce couleur et sa forme originale.

Idées d’association

Le mini œillet se marie très bien avec l’œillet, le lisianthus ou la rose branchue par exemple.

Description du produit

- Vendu par botte de 10 tiges 
- Couleur : rose tendre
- Hauteur : environ 40/50 cm";23
24;Nutans;5 tiges;12.9;nutans-jaune.jpg;"Les nutans ou protéas sont des fleurs exotiques très résistantes, idéales donc pour agrémenter vos compositions florales.
Leur forme très caractéristique et leur couleur franche apporteront dynamisme et originalité à vos créations.



Idée d’association

Le nutans se marie très bien avec des anthuriums, des callas mais aussi des roses.



Description du produit 
- Vendu par botte de 5 tiges
- Hauteur de tige : 50 cm
- Couleur jaune
- Durée de vie en vase : jusqu'à 3 semaines";5
25;Physalis;10 tiges;13.9;physalis.jpg;"La physalis ou amour en cage est une fleur très appréciée pour agrémenter une composition ou un bouquet.

Sa jolie couleur orangée et sa forme si caractéristique en forme de calice en font un produit incontournable des compositions automnales!



Description du produit :

- Vendue par botte de 10 tiges de physalis

- Hauteur : environ 50-60cm



Nos conseils de fleuriste :

Dès réception de votre commande, nous vous conseillons de recouper les tiges de vos fleurs en biais et de les mettre dans de l’eau fraîche avec le sachet de conservateur afin de prolonger leur durée de vie en vase.";35
26;Renoncule;10 tiges;13.5;renoncule-rose.jpg;"La renoncule, fleur si délicate, symbolise pourtant la détermination et la force de caractère!

Livrée en bouton, la renoncule s'épanouira délicatement dans votre composition florale!



Idées d'association

Avec de la rose, de l'oeillet sims, du gypsophile, du panicum ou de la rose branchue...la renoncule se marie avec tout!



Information sur la Renoncule

- disponible principalement les mois d'hiver

- vendue par botte de 10 tiges

- hauteur de tige : environ 35 cm

- couleur : rose";23
27;Renoncule;10 tiges;13.5;renoncule-rose.jpg;"La renoncule, fleur si délicate, symbolise pourtant la détermination et la force de caractère!

Livrée en bouton, la renoncule s'épanouira délicatement dans votre composition florale!



Idées d'association

Avec de la rose, de l'oeillet sims, du gypsophile, du panicum ou de la rose branchue...la renoncule se marie avec tout!



Information sur la Renoncule

- disponible principalement les mois d'hiver

- vendue par botte de 10 tiges

- hauteur de tige : environ 35 cm

- couleur : blanc";2
28;Rose avalanche;20 tiges;26.9;rose-avalanche.jpg;"Comparée à d'autres variétés, la taille du bouton de la rose Avalanche est plus conséquente.
Sa couleur est aussi très caractéristique, elle n'est pas d'un blanc pur comme peut l'être la rose Akito, mais d'un très délicat blanc crème avec une pointe de vert.
La taille 40 cm est parfaite pour créer de petites compositions comme des centres de table ou des bouquets ronds...

Idées d'association
Idéale avec du gypsophile, des roses rouges passion, du lys asiatique ou de la beargrass...

Description du produit
- Vendue par botte de 20 tiges de roses avalanche
- Hauteur : 40 cm environ
- Taille du bouton : Environ 5 cm";2
29;Rose la belle;20 tiges;25.9;rose-la-belle.jpg;"La rose ""La belle"" est une très belle variété de roses.

D'une couleur rose très tendance en son centre, ses pétales extérieurs sont d'un très joli vert clair.

Cette variété est très appréciée pour fleurir mariages et cérémonies laïques pour y apporter une touche romantique et vintage.

Description du produit

Vendue par botte de 20 tiges
Hauteur de tige : environ 50 cm
Taille du bouton : environ 2,5 - 3 cm , bouton fermé pour ne pas abimer la rose durant le transport";23
30;Rose memory lane;20 tiges;24.9;rose-memory-lane.jpg;"La rose Memory Lane est un de nos best seller.
Sa magnifique couleur parme en plein dans la tendance et son excellente tenue en vase explique en partie son succès.
Son plus? On aime son côté vintage et sa couleur subtile toute en nuance!

Description du produit
- Vendues par botte de 20 tiges de roses parmes Memory Lane
- Hauteur de tige environ 40/50 cm
- Taille du bouton : environ 2,5 - 3 cm , bouton fermé pour ne pas abimer la rose durant le transport";23
31;Statice;5 tiges;7.5;statice-bleu.jpg;"Le statice également appelé « lavande de mer » est une fleur à la matière très singulière. En effet, au toucher les fleurs paraissent presque sèches !



Idées déco

Vous pouvez faire sécher votre statice, il est très joli une fois sec!



Description du produit

- Vendu par botte de 5 tiges

- Couleur variée dans la botte

- Hauteur 40 cm";4
32;Tournesol;5 tiges;7.5;tournesol.jpg;"Le tournesol est une fleur incontournable pour illuminer un bouquet de fleurs ou une composition florale ou même simplement disposé dans un grand vase...cette fleur gaie et rustique apportera une touche de soleil à toutes vos créations !



Description du produit
- vendu par botte de 5 tiges
- environ 60/70 cm de haut";5
33;Rose red ribbon;20 tiges;24.9;rose-red-ribbon.jpg;"La rose red ribbon est une variété de roses d'un joli rouge flamboyant.
La rose red ribbon rouge 40 cm est idéale pour la réalisation de petites et moyennes compositions comme des centres de table, des bouquets ronds...ou pour offrir tout simplement !

Idées d'association
La rose Red Ribbon se marie très bien avec du calla, de la beargrass ou en bouquet mono-fleur tout simplement !



Description du produit

- Vendue par botte de 20 tiges de roses rouges

- Hauteur : 40 cm

- Taille du bouton : environ 2,5 - 3 cm , bouton fermé pour éviter d'abimer la fleur durant le transport.";3
34;Tulipes;10 tiges;9.5;tulipe-blanche.jpg;"La tulipe… la fleur star de l’hiver !
Devenue incontournable ces dernières années, la tulipe apportera une touche de fraîcheur et de modernité à vos bouquets à tout petit prix!

Idées d’association
La tulipe s’associe très bien avec toutes les fleurs à bulbes comme les pivoines ou les renoncules par exemple.

Description du produit ""tulipes"" 
- Vendu par botte de 10 tiges
- Hauteur environ 30 cm
- Fleur disponible principalement les mois d'hiver 


Nos conseils de fleuriste
Dès réception de votre commande, recoupez les tiges de vos tulipes en biais et placez les rapidement dans de l’eau très fraîche avec le sachet de conservateur pour prolonger leur durée de vie en vase.";2
35;Ficus Ginseng;Unitaire;14.95;ficus-ginseng.jpg;Le ficus ginseng est un arbre Bonsaï connu et populaire avec une apparence spectaculaire notamment dûe au renflement de la partie basse de son tronc qui lui permet de stocker l'eau sous forme de sucs afin de faire face aux périodes de sécheresse. Il est doté de feuilles épaisses, ovales, luisantes, de couleur vert moyen avec des racines aériennes caractéristiques. Très décoratif grâce à son feuillage, le ficus ginseng apportera une touche de luminosité au sein de votre intérieur. D.12cm;45
36;Aloe Vera;Unitaire;6.95;aloe-vera.jpg;Le genre Aloe (Aloès) comprend environ 300 espèces originaires pour la moitié d'Afrique du Sud, pour le reste d'Afrique tropicale et de Madagascar. Aloe vera est l'une de ces espèces, originaire d'Arabie et introduite par les Espagnols dans le Nouveau Monde où elle s'est naturalisée. Cette plante, sans tige ou presque, est décorative par ses belles feuilles de 5O cm de long, en rosette et bordées de dents. Inflorescence de 70 cm de haut, jaune, en hiver. Culture en pot. À installer au jardin de mai à septembre. À rentrer pendant les saisons froides, car elle craint une température en dessous de 5°C.;45
37;Anthurium;Unitaire;12.95;anthurium.jpg;"Vivace rhizomateuse, persistante, souvent appelée "" langue de feu"" ou ""flamant rose""";3
38;Aréca;Unitaire;12.95;areca.jpg;"Palmier formant une touffe appelé aussi Dypsis.
Espèces et variétés : il existe une vingtaine d'espèces de Chrysalidocarpus. C. lutescens est pratiquement le seul du genre à être cultivé à l'intérieur. Humidité de l'air : au moins 50%. Posez le pot sur un lit de cailloux humides et vaporisez les feuilles tous les jours, en insistant sur le dessous. Longévité : de 3 à 8 ans dans la maison";45
39;Brighamia Insignis;Unitaire;13.95;brighamia-insignis.jpg;Agé de plusieurs millions d'années, le Brighamia insignis a peu à peu disparu avec la venue de l'homme sur les îles de l'océan Pacifique. Appelée encore Vulcan Palm, cette plante magnifique produit une fleur unique en son genre qui est censée être pollinisé par une espèces rara de papillon de nuit.;45
40;Chamaedorea Elegans;Unitaire;11.95;chamaedorea-elegans.jpg;Type de plante : Palmiers. Nom commun : Chamédorée - Palmier de Montagne. Origine : Guatémala, Mexique . Lieu de culture : Véranda ou serre tempérée (environ 10 °C). Culture recommandée en appartement dans une pièce fraîche bien éclairée. Température minimale de conservation généralement observée : 10 °C. Exemple de substrat à utiliser : 30 % de terreau horticole du commerce, 20 % de fumier très décomposé type OR BRUN, 20 % de sable de rivière (0 à 4 mm), 10 % de perlite, 20 % de terre de jardin fine. Arrosage durant la saison hivernale : Sol sec : arroser uniquement lorsque le substrat est sec sur plusieurs centimètres en surface. Arrosage durant la saison estivale : Sol humide : arroser lorsque le substrat est sec sur un centimètre en surface. Exposition recommandée : Pleine lumière sans soleil direct. Hauteur adulte suivant le type de culture [bac ou pleine terre] : 1 m / 3 m. Taille de la plante livrée : Pot de 1 litre;45
41;Cycas du Japon;Unitaire;27.95;cycas-du-japon.jpg;Cet arbre, semblable à un palmier nain, originaire du Japon, atteint une hauteur de 4 m (2 m en pot), pour une largeur de 3 m. Croissance très lente sur un tronc robuste. Feuillage persistant, vert foncé, disposé en rosette. Feuilles pennées, recourbées, de 100 à 150 cm de long. Folioles pointues de 7 à 8 cm disposées des deux côtés de la tige. Plante dioïque dont les inflorescences mâles ou femelles sont sans intérêt décoratif. Rustique jusqu'à -10°C, le feuillage est détérioré à partir de -3°C. En dehors de la Méditerranée à cultiver en pot avec un hivernage dans une serre ou véranda avec + 5°C de température au minimum. À planter dans un sol normal,plutôt léger, bien drainé. Exposition au soleil. Culture en pot: gardez le substrat humide pendant la période de croissance. En hiver laissez sécher le sol avant d'arroser. De mai à septembre apport d'engrais organique une fois par mois.;45
42;Dragonnier de Madagascar;Unitaire;57.95;dragonnier-de-madagascar.jpg;Dracaena marginata, appelé dragonnier de Madagascar, est une vivace arbustive appartenant à la Famille des Agavacées. Il est originaire de Madagascar et de l’ile Maurice. Le dragonnier de Madagascar forme dans son pays d’origine un petit arbre très ramifié atteignant 10 m de haut. Pour nous européens, c’est une plante d’appartement robuste et élégante, capable de vivre des décennies, car bien adaptée à nos intérieurs.;45
43;Fittonia;Unitaire;2.95;fittonia.jpg;Originaire du Pérou où elle se rencontre en couvre-sol dans les milieux forestiers, cette petite plante d'intérieur surprend par la beauté de son feuillage veiné de blanc. Toutes les nervures de la feuille sont ainsi mises en valeur. Les différentes espèces peuvent offrir un coloris vert ou pourpre. La plante conserve un port étalé même en pot.;23
44;Kalanchoe;Unitaire;2.95;kalanchoe.jpg;Le genre Kalanchoe comprend environ 125 espèces, originaires d'Afrique, principalement de Madagascar. Kalanchoe tubiflora est l'une de ces espèces, originaire du Sud de Madagascar. Cette plante d'intérieur, succulente, peut atteindre 1 m de hauteur. Feuillage décoratif vert pale avec des taches gris-violet. Feuilles aux bords couverts de minuscules plantules. Floraison au printemps, mais aussi toute l'année par forçage de la plante. Fleurs tubulaires pendantes rouge orangé. Elle demande un emplacement très lumineux, sans soleil brulant. Température minimum 8°C. Elle se plait à une température de 18°C à 22°C toute l'année. Arrosez modérément en laissant la terre sécher entre deux arrosages. Apportez chaque quinzaine, d'avril à septembre, un engrais liquide pour plantes fleuries.;3
45;Langue de Belle Mère;Unitaire;14.95;langue-de-belle-mere.jpg;"Le genre Sansevieria comprend environ 60 espèces originaires de l'Afrique australe à la Birmanie. Sansevieria trifasciata est l'une de ces espèces, originaire du Transvaal, Natal, province du Cap. La plante doit son nom à Raymond de Sangro, Prince de Sanseviero, né à Naples en 1710. On l'appelle communément "" Langue de Belle-mère "". Cette plante succulente, au port érigé, peut mesurer jusqu'à 60 cm de hauteur. Elle est remarquable par ses feuilles dressées, planes, vert sombre, avec des bandes transversales, gris verdâtre. Fleurs en grappes, blanc rosé, odorantes la nuit. La floraison a lieu sur une plante déjà agée et d'une manière irrégulière. Elle aime la lumière sans soleil direct. Température minimum 12°C. Arrosage tous les 10 jours au printemps et en été. Peu ou pas d'arrosage en hiver.";45
46;Musa Acuminata;Unitaire;2.95;musa-acuminata.jpg;Type de plante : Bananiers ornementaux. Nom commun : Bananier d'ornement. Origine : Obtention horticole. Lieu de culture : Véranda ou serre tempérée (environ 15 °C). Culture possible en appartement. Température minimale de conservation généralement observée : 15 °C. Exemple de substrat à utiliser : 30 % de terreau horticole du commerce, 20 % de fumier très décomposé type OR BRUN, 20 % de sable de rivière (0 à 4 mm), 10 % de perlite, 20 % de terre de jardin fine. Arrosage durant la saison hivernale : Sol humide : arroser lorsque le substrat est sec sur un centimètre en surface. Arrosage durant la saison estivale : Sol mouillé : arroser de façon à ce que le substrat soit toujours humide. Exposition recommandée : Pleine lumière sans soleil direct. Hauteur adulte suivant le type de culture [bac ou pleine terre] : 0,80 m / 1,5 m. Taille de la plante livrée : Jeune plant – 0/20 cm;45
47;Rosier Miniature;Unitaire;5.95;rosier-miniature.jpg;La gamme de rosiers Parade ® regroupe des variétés de rosiers miniatures créées par le rosiériste danois Poulsen. Ces rosiers cultivés en pot possèdent des grandes fleurs doubles et pleines de coloris variés, rose, rouge, jaune. Feuillage vert foncé, lustré. Certaines variétés sont parfumées. Ces rosiers de 15 cm de hauteur vont décorer l'intérieur de la maison pendant plusieurs semaines.Certaines variétés sont parfumées. Conservez ces rosiers miniatures à l'intérieur dans un emplacement lumineux, mais sans soleil direct. Température: 20°C. Arrosage régulier une fois par semaine. Coupez les fleurs fanées. A la fin de la floraison ces rosiers peuvent être rempotés dans un pot à l'extérieur sur le balcon ou en pleine terre dans le jardin à une exposition au soleil non brulant. Créés et produits pour le fleurissement de l'intérieur de la maison, ces rosiers n'ont pas une grande espérance de vie à l'extérieur.;3
48;Yucca;Unitaire;35.95;yucca.jpg;Le genre Yucca comprend environ 40 espèces, originaires des Etats-Unis, du Mexique, du Guatemala et de Cuba. Yucca elephantipes est l'espèce la plus cultivée. D'autres espèces sont utilisées comme plante d'intérieur : Yucca aloifolia, Yucca rostrata, Yucca brevifolia, Yucca whipplei. Il existe plusieurs variétés horticoles. Cette plante mesure de 50 cm à 2,50 m de hauteur. Feuillage persistant, vert. Les feuilles disposées en rosette mesurent de 30 cm à 1 m de long. Elles sont épaisses, linéaires, allongées, terminées par une pointe redoutable. La floraison reste exceptionnelle à l'intérieur. Fleurs blanches ressemblant à de grandes clochettes de muguet. Cette plante aime le plein soleil, surtout en hiver. Température minimale: 7°C. Température idéale entre 15°C et 18°C. Arrosage toujours modéré. Laissez la terre sécher entre deux arrosages. On peut sortir la plante à l'extérieur, au soleil dans un endroit assez sec, pendant la belle saison.;45
49;Ciboulette;3 godets;9.95;ciboulette.jpg;"Fait partie des ""fines herbes"". Cette plante bulbeuse vivace, aux feuilles fines, rondes et creuses, est très odorantes au froissement. A utiliser de préférence fraîche pour parfumer salades, crudités, omelettes, fromage blanc etc.... Fleurs, rose violacée, en ombelles sphériques qu'il est préférable de supprimer.";45
50;Coriandre;3 godets;9.95;coriandre.jpg;La coriandre est une plante aromatique annuelle herbacée, au feuillage vert foncé, découpé, les fleurs, blanc pur sont regroupées en ombelles. Les feuilles ainsi que les graines sont aromatiques, elle sont utilisées pour parfumer légumes, salades, soupes, grillades;45
51;Menthe;3 godets;9.95;menthe.jpg;La menthe verte est une plante aromatique, vivace, vigoureuse, aux racines traçantes, ses feuilles sont ovales, vertes, dentées, aux nervures profondes. Saveur douce, les feuilles, subtilement parfumées sont utilisées dans les salades de fruits, le taboulé, les sauces et en infusion;45
52;Estragon;3 godets;9.95;estragon.jpg;"L'estragon fait partie des ""fines herbes"". Plante vivace aromatique, à végétation buissonnante, les tiges dressées portent des feuilles plates, étroites, peu épaisses à l'odeur caractéristique. On l'utilise frais pour parfumer salades, sauces, omelettes, il est possible de le conserver dans l'huile ou le vinaigre. L'hiver, aucune partie aérienne ne subsiste";45
53;Basilic;3 godets;9.95;basilic.jpg;Le basilic est une plante aromatique herbacée, annuelle. Ses feuilles sont grandes, vertes et très parfumées, au goût prononcé caratéristique, elles entrent dans la composition de la fameuse soupe au pistou et sont utilisées dans les sauces, autres potages, salades, omelettes, poissons ou en infusion;45
54;Rhubarbe;3 godets;9.95;rhubarbe.jpg;Plante vivace formant une touffe ample, aux feuilles de 30 à 50 centimètres de diamètre, supportées par des pétioles charnus mesurant près de 40 cm de long. Petites fleurs, printanières, regroupées en inflorescence de plus de 1m de hauteur. Les pétioles sont utilisés cuits, avec du sucre pour en faire des compotes, confitures, crumbles ou des tartes. ATTENTION ne consommer que les tiges, les feuilles sont toxiques;45
55;Romarin;3 godets;9.95;romarin.jpg;Arbrisseau au port érigé, le rosmarinus officinalis fleurit bleu-violet de l'hiver au début de l'automne. Il s'adapte facilement aux climats un peu secs et arides, dans des massifs rocailleux, des plates-bandes... Croissance lente. Le feuillage persistant du romarin est aromatique, vert foncé sur le dessus mais blanc argenté en dessous.;45
